;No.;Time;Source;Destination;Protocol;Length;Info
48;49;33.388657821;10.0.2.8;10.0.2.15;TCP;66;54124  >  80 [ACK] Seq=459 Ack=8518 Win=61568 Len=0 TSval=3206654996 TSecr=197382
49;50;33.388735421999996;10.0.2.15;10.0.2.8;TCP;66;80  >  54124 [FIN, ACK] Seq=8518 Ack=459 Win=6912 Len=0 TSval=197382 TSecr=3206654995
50;51;33.390399871999996;10.0.2.8;10.0.2.15;TCP;66;54124  >  80 [FIN, ACK] Seq=459 Ack=8519 Win=64128 Len=0 TSval=3206654998 TSecr=197382
51;52;33.391152218;10.0.2.15;10.0.2.8;TCP;66;80  >  54124 [ACK] Seq=8519 Ack=460 Win=6912 Len=0 TSval=197382 TSecr=3206654998
52;53;33.398230455;10.0.2.15;10.0.2.8;HTTP;2202;HTTP/1.1 200 OK  (PNG)
53;54;33.398230495;10.0.2.15;10.0.2.8;TCP;66;80  >  54126 [FIN, ACK] Seq=2137 Ack=458 Win=6912 Len=0 TSval=197384 TSecr=3206654972
54;55;33.398250076;10.0.2.8;10.0.2.15;TCP;66;54126  >  80 [ACK] Seq=458 Ack=2137 Win=63488 Len=0 TSval=3206655005 TSecr=197384
55;56;33.400479098000005;10.0.2.8;10.0.2.15;TCP;66;54126  >  80 [FIN, ACK] Seq=458 Ack=2138 Win=64128 Len=0 TSval=3206655008 TSecr=197384
56;57;33.401439313000004;10.0.2.15;10.0.2.8;TCP;66;80  >  54126 [ACK] Seq=2138 Ack=459 Win=6912 Len=0 TSval=197385 TSecr=3206655008
57;58;86.473681613;10.0.2.8;10.0.2.3;DHCP;324;DHCP Request  - Transaction ID 0xdfb082c6
58;59;86.537543961;10.0.2.3;10.0.2.8;DHCP;590;DHCP ACK      - Transaction ID 0xdfb082c6
59;60;91.507794121;PcsCompu_10:c0:df;PcsCompu_69:aa:87;ARP;42;Who has 10.0.2.3? Tell 10.0.2.8
60;61;91.50821116700001;PcsCompu_69:aa:87;PcsCompu_10:c0:df;ARP;60;10.0.2.3 is at 08:00:27:69:aa:87
61;62;386.480691762;10.0.2.8;10.0.2.3;DHCP;324;DHCP Request  - Transaction ID 0x193cd946
62;63;387.403540384;10.0.2.3;10.0.2.8;DHCP;590;DHCP ACK      - Transaction ID 0x193cd946
63;64;391.50703985300004;PcsCompu_10:c0:df;PcsCompu_69:aa:87;ARP;42;Who has 10.0.2.3? Tell 10.0.2.8
64;65;391.50770807099997;PcsCompu_69:aa:87;PcsCompu_10:c0:df;ARP;60;10.0.2.3 is at 08:00:27:69:aa:87
65;66;631.573731048;10.0.2.8;10.0.2.15;TCP;74;54128  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207253181 TSecr=0 WS=128
66;67;631.579916344;PcsCompu_4b:20:0e;Broadcast;ARP;60;Who has 10.0.2.8? Tell 10.0.2.15
67;68;631.5799284469999;PcsCompu_10:c0:df;PcsCompu_4b:20:0e;ARP;42;10.0.2.8 is at 08:00:27:10:c0:df
68;69;631.581797833;10.0.2.15;10.0.2.8;TCP;74;80  >  54128 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=346854 TSecr=3207253181 WS=64
69;70;631.581822195;10.0.2.8;10.0.2.15;TCP;66;54128  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207253189 TSecr=346854
70;71;631.581926478;10.0.2.8;10.0.2.15;HTTP;606;GET /mutillidae/index.php?page=login.php HTTP/1.1 
71;72;631.583212131;10.0.2.15;10.0.2.8;TCP;66;80  >  54128 [ACK] Seq=1 Ack=541 Win=6912 Len=0 TSval=346856 TSecr=3207253189
72;73;631.634586389;10.0.2.15;10.0.2.8;TCP;4410;80  >  54128 [ACK] Seq=1 Ack=541 Win=6912 Len=4344 TSval=346868 TSecr=3207253189 [TCP segment of a reassembled PDU]
73;74;631.634619552;10.0.2.8;10.0.2.15;TCP;66;54128  >  80 [ACK] Seq=541 Ack=4345 Win=62592 Len=0 TSval=3207253242 TSecr=346868
74;75;631.636525518;10.0.2.15;10.0.2.8;HTTP;5117;HTTP/1.1 200 OK  (text/html)
75;76;631.636542873;10.0.2.8;10.0.2.15;TCP;66;54128  >  80 [ACK] Seq=541 Ack=9396 Win=61568 Len=0 TSval=3207253244 TSecr=346869
76;77;636.754806367;PcsCompu_10:c0:df;PcsCompu_4b:20:0e;ARP;42;Who has 10.0.2.15? Tell 10.0.2.8
77;78;636.755264477;PcsCompu_4b:20:0e;PcsCompu_10:c0:df;ARP;60;10.0.2.15 is at 08:00:27:4b:20:0e
78;79;641.639168072;10.0.2.8;10.0.2.15;TCP;66;[TCP Keep-Alive] 54128  >  80 [ACK] Seq=540 Ack=9396 Win=64128 Len=0 TSval=3207263246 TSecr=346869
79;80;641.6406382590001;10.0.2.15;10.0.2.8;TCP;66;[TCP Keep-Alive ACK] 80  >  54128 [ACK] Seq=9396 Ack=541 Win=6912 Len=0 TSval=349369 TSecr=3207253244
80;81;646.636932699;10.0.2.8;10.0.2.15;TCP;66;54128  >  80 [FIN, ACK] Seq=541 Ack=9396 Win=64128 Len=0 TSval=3207268244 TSecr=349369
81;82;646.638273843;10.0.2.15;10.0.2.8;TCP;66;80  >  54128 [FIN, ACK] Seq=9396 Ack=542 Win=6912 Len=0 TSval=350617 TSecr=3207268244
82;83;646.638288451;10.0.2.8;10.0.2.15;TCP;66;54128  >  80 [ACK] Seq=542 Ack=9397 Win=64128 Len=0 TSval=3207268245 TSecr=350617
83;84;686.481083739;10.0.2.8;10.0.2.3;DHCP;324;DHCP Request  - Transaction ID 0x42461e23
84;85;686.541253384;10.0.2.3;10.0.2.8;DHCP;590;DHCP ACK      - Transaction ID 0x42461e23
85;86;691.539237592;PcsCompu_10:c0:df;PcsCompu_69:aa:87;ARP;42;Who has 10.0.2.3? Tell 10.0.2.8
86;87;691.539360699;PcsCompu_69:aa:87;PcsCompu_10:c0:df;ARP;60;10.0.2.3 is at 08:00:27:69:aa:87
87;88;861.1014702960001;10.0.2.8;10.0.2.15;TCP;74;54130  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207482709 TSecr=0 WS=128
88;89;861.1034411689999;10.0.2.15;10.0.2.8;TCP;74;80  >  54130 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=404207 TSecr=3207482709 WS=64
89;90;861.103469828;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207482711 TSecr=404207
90;91;861.103563597;10.0.2.8;10.0.2.15;HTTP;602;GET /mutillidae/index.php?page=login.php HTTP/1.1 
91;92;861.105195119;10.0.2.15;10.0.2.8;TCP;66;80  >  54130 [ACK] Seq=1 Ack=537 Win=6912 Len=0 TSval=404207 TSecr=3207482711
92;93;861.1615078310001;10.0.2.15;10.0.2.8;TCP;1514;80  >  54130 [ACK] Seq=1 Ack=537 Win=6912 Len=1448 TSval=404221 TSecr=3207482711 [TCP segment of a reassembled PDU]
93;94;861.161546988;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=537 Ack=1449 Win=64128 Len=0 TSval=3207482769 TSecr=404221
94;95;861.1618928339999;10.0.2.15;10.0.2.8;TCP;2962;80  >  54130 [ACK] Seq=1449 Ack=537 Win=6912 Len=2896 TSval=404222 TSecr=3207482711 [TCP segment of a reassembled PDU]
95;96;861.161892904;10.0.2.15;10.0.2.8;TCP;1514;80  >  54130 [ACK] Seq=4345 Ack=537 Win=6912 Len=1448 TSval=404222 TSecr=3207482769 [TCP segment of a reassembled PDU]
96;97;861.161902336;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=537 Ack=4345 Win=62592 Len=0 TSval=3207482769 TSecr=404222
97;98;861.161913808;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=537 Ack=5793 Win=61568 Len=0 TSval=3207482769 TSecr=404222
98;99;861.162738689;10.0.2.15;10.0.2.8;TCP;2962;80  >  54130 [ACK] Seq=5793 Ack=537 Win=6912 Len=2896 TSval=404222 TSecr=3207482769 [TCP segment of a reassembled PDU]
99;100;861.162757746;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=537 Ack=8689 Win=59648 Len=0 TSval=3207482770 TSecr=404222
100;101;861.1629708639999;10.0.2.15;10.0.2.8;HTTP;773;HTTP/1.1 200 OK  (text/html)
101;102;861.162981027;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=537 Ack=9396 Win=59008 Len=0 TSval=3207482770 TSecr=404222
102;103;871.254954408;10.0.2.8;10.0.2.15;TCP;66;[TCP Keep-Alive] 54130  >  80 [ACK] Seq=536 Ack=9396 Win=64128 Len=0 TSval=3207492862 TSecr=404222
103;104;871.255537461;10.0.2.15;10.0.2.8;TCP;66;[TCP Keep-Alive ACK] 80  >  54130 [ACK] Seq=9396 Ack=537 Win=6912 Len=0 TSval=406744 TSecr=3207482770
104;105;873.783260375;10.0.2.8;10.0.2.15;HTTP;606;GET /mutillidae/index.php?page=user-info.php HTTP/1.1 
105;106;873.7842513969999;10.0.2.15;10.0.2.8;TCP;66;80  >  54130 [ACK] Seq=9396 Ack=1077 Win=8000 Len=0 TSval=407375 TSecr=3207495390
106;107;873.832835473;10.0.2.15;10.0.2.8;TCP;4410;80  >  54130 [ACK] Seq=9396 Ack=1077 Win=8000 Len=4344 TSval=407388 TSecr=3207495390 [TCP segment of a reassembled PDU]
107;108;873.832860992;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=1077 Ack=13740 Win=62592 Len=0 TSval=3207495440 TSecr=407388
108;109;873.8349901989999;10.0.2.15;10.0.2.8;HTTP;4754;HTTP/1.1 200 OK  (text/html)
109;110;873.8350047010001;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=1077 Ack=18428 Win=61568 Len=0 TSval=3207495442 TSecr=407388
110;111;884.050843588;10.0.2.8;10.0.2.15;TCP;66;[TCP Keep-Alive] 54130  >  80 [ACK] Seq=1076 Ack=18428 Win=64128 Len=0 TSval=3207505658 TSecr=407388
111;112;884.051239927;10.0.2.15;10.0.2.8;TCP;66;[TCP Keep-Alive ACK] 80  >  54130 [ACK] Seq=18428 Ack=1077 Win=8000 Len=0 TSval=409941 TSecr=3207495442
112;113;888.8356738010001;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [FIN, ACK] Seq=1077 Ack=18428 Win=64128 Len=0 TSval=3207510443 TSecr=409941
113;114;888.838525603;10.0.2.15;10.0.2.8;TCP;66;80  >  54130 [FIN, ACK] Seq=18428 Ack=1078 Win=8000 Len=0 TSval=411137 TSecr=3207510443
114;115;888.838542172;10.0.2.8;10.0.2.15;TCP;66;54130  >  80 [ACK] Seq=1078 Ack=18429 Win=64128 Len=0 TSval=3207510446 TSecr=411137
115;116;986.481420163;10.0.2.8;10.0.2.3;DHCP;324;DHCP Request  - Transaction ID 0x694550e0
116;117;987.429372291;10.0.2.3;10.0.2.8;DHCP;590;DHCP ACK      - Transaction ID 0x694550e0
117;118;991.5707966010001;PcsCompu_10:c0:df;PcsCompu_69:aa:87;ARP;42;Who has 10.0.2.3? Tell 10.0.2.8
118;119;991.571800505;PcsCompu_69:aa:87;PcsCompu_10:c0:df;ARP;60;10.0.2.3 is at 08:00:27:69:aa:87
119;120;1033.991137727;10.0.2.8;10.0.2.15;TCP;74;54132  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655598 TSecr=0 WS=128
120;121;1033.9913469639998;10.0.2.8;10.0.2.15;TCP;74;54134  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655599 TSecr=0 WS=128
121;122;1033.992415578;10.0.2.15;10.0.2.8;TCP;74;80  >  54132 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447407 TSecr=3207655598 WS=64
122;123;1033.992415649;10.0.2.15;10.0.2.8;TCP;74;80  >  54134 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447407 TSecr=3207655599 WS=64
123;124;1033.992437627;10.0.2.8;10.0.2.15;TCP;66;54132  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655600 TSecr=447407
124;125;1033.992453475;10.0.2.8;10.0.2.15;TCP;66;54134  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655600 TSecr=447407
125;126;1033.99498381;10.0.2.8;10.0.2.15;TCP;74;54136  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655602 TSecr=0 WS=128
126;127;1033.995297474;10.0.2.8;10.0.2.15;TCP;74;54138  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655603 TSecr=0 WS=128
127;128;1033.995346041;10.0.2.15;10.0.2.8;TCP;74;80  >  54136 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447408 TSecr=3207655602 WS=64
128;129;1033.995360424;10.0.2.8;10.0.2.15;TCP;66;54136  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655603 TSecr=447408
129;130;1033.9962892830001;10.0.2.15;10.0.2.8;TCP;74;80  >  54138 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447408 TSecr=3207655603 WS=64
130;131;1033.996299935;10.0.2.8;10.0.2.15;TCP;66;54138  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655604 TSecr=447408
131;132;1033.999388872;10.0.2.8;10.0.2.15;TCP;74;54140  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655607 TSecr=0 WS=128
132;133;1033.999403495;10.0.2.8;10.0.2.15;TCP;74;54142  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655607 TSecr=0 WS=128
133;134;1033.999677152;10.0.2.8;10.0.2.15;TCP;74;54144  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655607 TSecr=0 WS=128
134;135;1034.000205996;10.0.2.15;10.0.2.8;TCP;74;80  >  54140 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447409 TSecr=3207655607 WS=64
135;136;1034.000206062;10.0.2.15;10.0.2.8;TCP;74;80  >  54142 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447409 TSecr=3207655607 WS=64
136;137;1034.000219003;10.0.2.8;10.0.2.15;TCP;66;54140  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655607 TSecr=447409
137;138;1034.000236714;10.0.2.8;10.0.2.15;TCP;66;54142  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655607 TSecr=447409
138;139;1034.0003435630001;10.0.2.15;10.0.2.8;TCP;74;80  >  54144 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447410 TSecr=3207655607 WS=64
139;140;1034.000352764;10.0.2.8;10.0.2.15;TCP;66;54144  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655608 TSecr=447410
140;141;1034.003299263;10.0.2.8;10.0.2.15;TCP;74;54146  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655611 TSecr=0 WS=128
141;142;1034.003483059;10.0.2.8;10.0.2.15;TCP;74;54148  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655611 TSecr=0 WS=128
142;143;1034.003758165;10.0.2.8;10.0.2.15;TCP;74;54150  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655611 TSecr=0 WS=128
143;144;1034.003839468;10.0.2.15;10.0.2.8;TCP;74;80  >  54146 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447410 TSecr=3207655611 WS=64
144;145;1034.003839538;10.0.2.15;10.0.2.8;TCP;74;80  >  54148 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447410 TSecr=3207655611 WS=64
145;146;1034.003859251;10.0.2.8;10.0.2.15;TCP;66;54146  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655611 TSecr=447410
146;147;1034.003872857;10.0.2.8;10.0.2.15;TCP;66;54148  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655611 TSecr=447410
147;148;1034.004033882;10.0.2.8;10.0.2.15;TCP;74;54152  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655611 TSecr=0 WS=128
148;149;1034.004252012;10.0.2.8;10.0.2.15;TCP;74;54154  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655611 TSecr=0 WS=128
149;150;1034.004341225;10.0.2.15;10.0.2.8;TCP;74;80  >  54150 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447411 TSecr=3207655611 WS=64
150;151;1034.004341301;10.0.2.15;10.0.2.8;TCP;74;80  >  54152 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447411 TSecr=3207655611 WS=64
151;152;1034.004355609;10.0.2.8;10.0.2.15;TCP;66;54150  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655612 TSecr=447411
152;153;1034.004394535;10.0.2.8;10.0.2.15;TCP;66;54152  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655612 TSecr=447411
153;154;1034.00497826;10.0.2.15;10.0.2.8;TCP;74;80  >  54154 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447411 TSecr=3207655611 WS=64
154;155;1034.004988917;10.0.2.8;10.0.2.15;TCP;66;54154  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655612 TSecr=447411
155;156;1034.011052158;10.0.2.8;10.0.2.15;TCP;74;54156  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3207655618 TSecr=0 WS=128
156;157;1034.012913408;10.0.2.15;10.0.2.8;TCP;74;80  >  54156 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=447413 TSecr=3207655618 WS=64
157;158;1034.01293371;10.0.2.8;10.0.2.15;TCP;66;54156  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3207655620 TSecr=447413
158;159;1034.02664679;10.0.2.8;10.0.2.15;HTTP;169;GET /mutillidae/index.php?page=login.php HTTP/1.0 
