"No.","Time","Source","Destination","Protocol","Length","Info"
"16","0.141093066","80.58.61.250","10.0.2.10","DNS","136","Standard query response 0x3617 AAAA ocsp.pki.goog CNAME pki-goog.l.google.com AAAA 2a00:1450:4003:809::2003"
"17","0.141456148","10.0.2.10","172.217.168.163","TCP","74","59342  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=185248042 TSecr=0 WS=128"
"18","0.148690677","172.217.168.163","10.0.2.10","TCP","60","80  >  59342 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"19","0.148734661","10.0.2.10","172.217.168.163","TCP","54","59342  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"20","0.148936350","10.0.2.10","172.217.168.163","OCSP","453","Request"
"21","0.262297293","172.217.168.163","10.0.2.10","OCSP","756","Response"
"22","0.262340896","10.0.2.10","172.217.168.163","TCP","54","59342  >  80 [ACK] Seq=400 Ack=703 Win=63882 Len=0"
"23","0.289158499","10.0.2.10","216.58.201.170","TLSv1.3","118","Change Cipher Spec, Application Data"
"24","0.289831626","10.0.2.10","216.58.201.170","TLSv1.3","224","Application Data"
"25","0.289866519","10.0.2.10","216.58.201.170","TLSv1.3","630","Application Data"
"26","0.290061271","216.58.201.170","10.0.2.10","TCP","60","443  >  59710 [ACK] Seq=2920 Ack=752 Win=32017 Len=0"
"27","0.294888537","216.58.201.170","10.0.2.10","TLSv1.3","665","Application Data, Application Data, Application Data"
"28","0.294926678","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1328 Ack=3531 Win=62780 Len=0"
"29","0.295257052","10.0.2.10","216.58.201.170","TLSv1.3","85","Application Data"
"30","0.300257839","216.58.201.170","10.0.2.10","TLSv1.3","1514","Application Data"
"31","0.300290958","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=4991 Win=62780 Len=0"
"32","0.300460340","216.58.201.170","10.0.2.10","TLSv1.3","395","Application Data"
"33","0.300466955","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=5332 Win=62780 Len=0"
"34","0.301337842","216.58.201.170","10.0.2.10","TLSv1.3","10274","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"35","0.301365738","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=15552 Win=58400 Len=0"
"36","0.301518832","216.58.201.170","10.0.2.10","TLSv1.3","4434","Application Data, Application Data, Application Data"
"37","0.301518892","216.58.201.170","10.0.2.10","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"38","0.301525528","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=19932 Win=55480 Len=0"
"39","0.301534679","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=21392 Win=54020 Len=0"
"40","0.301580839","216.58.201.170","10.0.2.10","TLSv1.3","4434","Application Data, Application Data, Application Data"
"41","0.301586262","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=25772 Win=51100 Len=0"
"42","0.301717373","216.58.201.170","10.0.2.10","TLSv1.3","1064","Application Data"
"43","0.301722385","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=26782 Win=62780 Len=0"
"44","0.302699053","216.58.201.170","10.0.2.10","TLSv1.3","5894","Application Data, Application Data, Application Data, Application Data"
"45","0.302724142","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=32622 Win=61320 Len=0"
"46","0.302856366","216.58.201.170","10.0.2.10","TLSv1.3","1364","Application Data"
"47","0.302864104","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=33932 Win=60010 Len=0"
"48","0.305870769","216.58.201.170","10.0.2.10","TLSv1.3","4434","Application Data, Application Data, Application Data"
"49","0.305895508","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=38312 Win=61320 Len=0"
"50","0.306062144","216.58.201.170","10.0.2.10","TLSv1.3","1394","Application Data [TCP segment of a reassembled PDU]"
"51","0.306073661","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=39652 Win=61320 Len=0"
"52","0.306216049","216.58.201.170","10.0.2.10","TLSv1.3","2974","Application Data, Application Data"
"53","0.306223066","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=42572 Win=62780 Len=0"
"54","0.306324386","216.58.201.170","10.0.2.10","TLSv1.3","629","Application Data, Application Data, Application Data"
"55","0.306329899","10.0.2.10","216.58.201.170","TCP","54","59710  >  443 [ACK] Seq=1359 Ack=43147 Win=62205 Len=0"
"56","0.306456520","10.0.2.10","216.58.201.170","TLSv1.3","93","Application Data"
"57","0.518903905","216.58.201.170","10.0.2.10","TCP","60","443  >  59710 [ACK] Seq=43147 Ack=1398 Win=31371 Len=0"
"58","1.946014456","10.0.2.10","80.58.61.250","DNS","87","Standard query 0x5f60 A shavar.services.mozilla.com"
"59","1.946047014","10.0.2.10","80.58.61.250","DNS","87","Standard query 0x6066 AAAA shavar.services.mozilla.com"
"60","1.952944643","80.58.61.250","10.0.2.10","DNS","206","Standard query response 0x5f60 A shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net A 88.221.52.131 A 88.221.52.115"
"61","1.952944703","80.58.61.250","10.0.2.10","DNS","230","Standard query response 0x6066 AAAA shavar.services.mozilla.com CNAME shavar.services.mozilla.com.edgesuite.net CNAME a1895.dscd.akamai.net AAAA 2a02:26f0:13c::216:7e7a AAAA 2a02:26f0:13c::216:7eb3"
"62","1.953367136","10.0.2.10","88.221.52.131","TCP","74","33288  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3929211294 TSecr=0 WS=128"
"63","1.959253174","88.221.52.131","10.0.2.10","TCP","60","443  >  33288 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"64","1.959298672","10.0.2.10","88.221.52.131","TCP","54","33288  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"65","1.960411593","10.0.2.10","88.221.52.131","TLSv1.3","571","Client Hello"
"66","1.969058594","88.221.52.131","10.0.2.10","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"67","1.969099551","10.0.2.10","88.221.52.131","TCP","54","33288  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"68","1.969248124","88.221.52.131","10.0.2.10","TLSv1.3","1144","Application Data, Application Data, Application Data"
"69","1.969254779","10.0.2.10","88.221.52.131","TCP","54","33288  >  443 [ACK] Seq=518 Ack=4011 Win=61690 Len=0"
"70","1.971854940","10.0.2.10","88.221.52.131","TLSv1.3","134","Change Cipher Spec, Application Data"
"71","1.972143394","10.0.2.10","88.221.52.131","TLSv1.3","980","Application Data"
"72","1.972313939","88.221.52.131","10.0.2.10","TCP","60","443  >  33288 [ACK] Seq=4011 Ack=1524 Win=32768 Len=0"
"73","1.985436465","88.221.52.131","10.0.2.10","TLSv1.3","644","Application Data, Application Data"
"74","1.985466346","10.0.2.10","88.221.52.131","TCP","54","33288  >  443 [ACK] Seq=1524 Ack=4601 Win=62780 Len=0"
"75","2.158495908","88.221.52.131","10.0.2.10","TLSv1.3","286","Application Data"
"76","2.158526871","10.0.2.10","88.221.52.131","TCP","54","33288  >  443 [ACK] Seq=1524 Ack=4833 Win=62780 Len=0"
"77","6.424608289","10.0.2.10","80.58.61.250","DNS","79","Standard query 0xf522 A www.notsosecure.com"
"78","6.424651662","10.0.2.10","80.58.61.250","DNS","79","Standard query 0xae20 AAAA www.notsosecure.com"
"79","6.611114174","80.58.61.250","10.0.2.10","DNS","95","Standard query response 0xf522 A www.notsosecure.com A 88.208.222.83"
"80","6.620015067","80.58.61.250","10.0.2.10","DNS","153","Standard query response 0xae20 AAAA www.notsosecure.com SOA freedns1.registrar-servers.com"
"81","6.620426283","10.0.2.10","88.208.222.83","TCP","74","35074  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523193 TSecr=0 WS=128"
"82","6.660455403","88.208.222.83","10.0.2.10","TCP","60","443  >  35074 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"83","6.660507246","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"84","6.661757684","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"85","6.704046758","88.208.222.83","10.0.2.10","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"86","6.704086081","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"87","6.704229892","88.208.222.83","10.0.2.10","TLSv1.3","1015","Application Data, Application Data, Application Data"
"88","6.704237400","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=518 Ack=3882 Win=61819 Len=0"
"89","6.714930105","10.0.2.10","80.58.61.250","DNS","77","Standard query 0x2c4a A ocsp.comodoca.com"
"90","6.714959816","10.0.2.10","80.58.61.250","DNS","77","Standard query 0xe456 AAAA ocsp.comodoca.com"
"91","6.722681875","80.58.61.250","10.0.2.10","DNS","93","Standard query response 0x2c4a A ocsp.comodoca.com A 151.139.128.14"
"92","6.722681976","80.58.61.250","10.0.2.10","DNS","245","Standard query response 0xe456 AAAA ocsp.comodoca.com AAAA 2001:4de0:ac19::1:b:1b AAAA 2001:4de0:ac19::1:b:2b AAAA 2001:4de0:ac19::1:b:2a AAAA 2001:4de0:ac19::1:b:3b AAAA 2001:4de0:ac19::1:b:3a AAAA 2001:4de0:ac19::1:b:1a"
"93","6.723026924","10.0.2.10","151.139.128.14","TCP","74","43340  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4276551736 TSecr=0 WS=128"
"94","6.728084764","151.139.128.14","10.0.2.10","TCP","60","80  >  43340 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"95","6.728123025","10.0.2.10","151.139.128.14","TCP","54","43340  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"96","6.728294983","10.0.2.10","151.139.128.14","OCSP","446","Request"
"97","6.737618198","151.139.128.14","10.0.2.10","OCSP","971","Response"
"98","6.737660318","10.0.2.10","151.139.128.14","TCP","54","43340  >  80 [ACK] Seq=393 Ack=918 Win=63323 Len=0"
"99","6.740379752","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"100","6.740609517","10.0.2.10","88.208.222.83","TLSv1.3","451","Application Data"
"101","6.740764856","88.208.222.83","10.0.2.10","TCP","60","443  >  35074 [ACK] Seq=3882 Ack=995 Win=31774 Len=0"
"102","6.778920415","88.208.222.83","10.0.2.10","TLSv1.3","212","Application Data, Application Data"
"103","6.778944572","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=4040 Win=62780 Len=0"
"104","6.859907680","88.208.222.83","10.0.2.10","TLSv1.3","7354","Application Data"
"105","6.859952627","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=11340 Win=59860 Len=0"
"106","6.860099886","88.208.222.83","10.0.2.10","TLSv1.3","5894","Application Data [TCP segment of a reassembled PDU]"
"107","6.860106843","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=17180 Win=55480 Len=0"
"108","6.860212453","88.208.222.83","10.0.2.10","TCP","1466","443  >  35074 [PSH, ACK] Seq=17180 Ack=995 Win=31774 Len=1412 [TCP segment of a reassembled PDU]"
"109","6.860217546","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=18592 Win=55480 Len=0"
"110","6.896994363","88.208.222.83","10.0.2.10","TCP","1514","443  >  35074 [ACK] Seq=18592 Ack=995 Win=31774 Len=1460 [TCP segment of a reassembled PDU]"
"111","6.897018169","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=20052 Win=62780 Len=0"
"112","6.897222955","88.208.222.83","10.0.2.10","TLSv1.3","204","Application Data, Application Data"
"113","6.897228739","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=995 Ack=20202 Win=62780 Len=0"
"114","6.969295976","10.0.2.10","88.208.222.83","TLSv1.3","439","Application Data"
"115","6.972651739","10.0.2.10","88.208.222.83","TCP","74","35078  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523545 TSecr=0 WS=128"
"116","6.974028396","10.0.2.10","88.208.222.83","TCP","74","35080  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523546 TSecr=0 WS=128"
"117","6.975636583","10.0.2.10","88.208.222.83","TCP","74","35082  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523548 TSecr=0 WS=128"
"118","6.978649894","10.0.2.10","88.208.222.83","TCP","74","35084  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523551 TSecr=0 WS=128"
"119","6.980119632","10.0.2.10","88.208.222.83","TCP","74","35086  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3089523552 TSecr=0 WS=128"
"120","7.015929719","88.208.222.83","10.0.2.10","TLSv1.3","14654","Application Data, Application Data"
"121","7.015962617","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=34802 Win=55480 Len=0"
"122","7.016134816","88.208.222.83","10.0.2.10","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"123","7.016144710","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=37722 Win=52560 Len=0"
"124","7.016287940","88.208.222.83","10.0.2.10","TCP","1514","443  >  35074 [PSH, ACK] Seq=37722 Ack=1380 Win=31389 Len=1460 [TCP segment of a reassembled PDU]"
"125","7.016288011","88.208.222.83","10.0.2.10","TLSv1.3","8814","Application Data [TCP segment of a reassembled PDU]"
"126","7.016297303","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=39182 Win=52560 Len=0"
"127","7.016305372","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=47942 Win=46720 Len=0"
"128","7.016502720","88.208.222.83","10.0.2.10","TCP","1381","443  >  35074 [PSH, ACK] Seq=47942 Ack=1380 Win=31389 Len=1327 [TCP segment of a reassembled PDU]"
"129","7.016509627","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=49269 Win=45393 Len=0"
"130","7.029376570","88.208.222.83","10.0.2.10","TCP","60","443  >  35078 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"131","7.029376670","88.208.222.83","10.0.2.10","TCP","60","443  >  35084 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"132","7.029423512","10.0.2.10","88.208.222.83","TCP","54","35078  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"133","7.029446687","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"134","7.031295675","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"135","7.037523325","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"136","7.050543634","88.208.222.83","10.0.2.10","TCP","60","443  >  35080 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"137","7.050543694","88.208.222.83","10.0.2.10","TCP","60","443  >  35082 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"138","7.050581484","10.0.2.10","88.208.222.83","TCP","54","35080  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"139","7.050595277","10.0.2.10","88.208.222.83","TCP","54","35082  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"140","7.051699096","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"141","7.052629123","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"142","7.063604845","88.208.222.83","10.0.2.10","TCP","60","443  >  35086 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"143","7.063604935","88.208.222.83","10.0.2.10","TLSv1.3","1152","Application Data, Application Data"
"144","7.063646514","10.0.2.10","88.208.222.83","TCP","54","35086  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"145","7.064036299","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1380 Ack=50367 Win=62780 Len=0"
"146","7.065282186","10.0.2.10","88.208.222.83","TLSv1.3","571","Client Hello"
"147","7.066338252","10.0.2.10","88.208.222.83","TLSv1.3","458","Application Data"
"148","7.068930614","10.0.2.10","80.58.61.250","DNS","85","Standard query 0x51a7 A lh6.googleusercontent.com"
"149","7.068955814","10.0.2.10","80.58.61.250","DNS","85","Standard query 0xeaa1 AAAA lh6.googleusercontent.com"
"150","7.076357830","88.208.222.83","10.0.2.10","TLSv1.3","310","Server Hello, Change Cipher Spec, Application Data, Application Data"
"151","7.076429961","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=518 Ack=257 Win=63984 Len=0"
"152","7.077065429","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"153","7.077298873","88.208.222.83","10.0.2.10","TCP","60","443  >  35084 [ACK] Seq=257 Ack=598 Win=32171 Len=0"
"154","7.077298933","88.208.222.83","10.0.2.10","TCP","60","443  >  35074 [ACK] Seq=50367 Ack=1784 Win=32768 Len=0"
"155","7.077298963","88.208.222.83","10.0.2.10","TCP","60","443  >  35086 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"156","7.077298993","88.208.222.83","10.0.2.10","TCP","60","443  >  35082 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"157","7.077299023","88.208.222.83","10.0.2.10","TCP","60","443  >  35080 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"158","7.077299053","88.208.222.83","10.0.2.10","TCP","60","443  >  35078 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"159","7.078390634","10.0.2.10","88.208.222.83","TLSv1.3","454","Application Data"
"160","7.078523519","88.208.222.83","10.0.2.10","TLSv1.3","310","Server Hello, Change Cipher Spec, Application Data, Application Data"
"161","7.078523589","80.58.61.250","10.0.2.10","DNS","130","Standard query response 0x51a7 A lh6.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 172.217.17.1"
"162","7.078536340","10.0.2.10","88.208.222.83","TCP","54","35078  >  443 [ACK] Seq=518 Ack=257 Win=63984 Len=0"
"163","7.078677074","80.58.61.250","10.0.2.10","DNS","142","Standard query response 0xeaa1 AAAA lh6.googleusercontent.com CNAME googlehosted.l.googleusercontent.com AAAA 2a00:1450:4003:802::2001"
"164","7.079983965","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"165","7.082744356","10.0.2.10","88.208.222.83","TLSv1.3","449","Application Data"
"166","7.083041471","88.208.222.83","10.0.2.10","TCP","60","443  >  35078 [ACK] Seq=257 Ack=993 Win=31776 Len=0"
"167","7.083100461","10.0.2.10","172.217.17.1","TCP","74","43882  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=415597479 TSecr=0 WS=128"
"168","7.089125149","172.217.17.1","10.0.2.10","TCP","60","443  >  43882 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"169","7.089172551","10.0.2.10","172.217.17.1","TCP","54","43882  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"170","7.090176223","10.0.2.10","172.217.17.1","TLSv1.3","571","Client Hello"
"171","7.096274586","88.208.222.83","10.0.2.10","TLSv1.3","310","Server Hello, Change Cipher Spec, Application Data, Application Data"
"172","7.096300628","10.0.2.10","88.208.222.83","TCP","54","35080  >  443 [ACK] Seq=518 Ack=257 Win=63984 Len=0"
"173","7.097063959","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"174","7.098325383","10.0.2.10","88.208.222.83","TLSv1.3","473","Application Data"
"175","7.098600255","88.208.222.83","10.0.2.10","TCP","60","443  >  35080 [ACK] Seq=257 Ack=1017 Win=31752 Len=0"
"176","7.099090228","88.208.222.83","10.0.2.10","TLSv1.3","310","Server Hello, Change Cipher Spec, Application Data, Application Data"
"177","7.099110226","10.0.2.10","88.208.222.83","TCP","54","35082  >  443 [ACK] Seq=518 Ack=257 Win=63984 Len=0"
"178","7.099704355","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"179","7.100874723","10.0.2.10","88.208.222.83","TLSv1.3","488","Application Data"
"180","7.101114101","88.208.222.83","10.0.2.10","TCP","60","443  >  35082 [ACK] Seq=257 Ack=1032 Win=31737 Len=0"
"181","7.105420340","10.0.2.10","80.58.61.250","DNS","74","Standard query 0x20e3 A www.google.com"
"182","7.105492802","10.0.2.10","80.58.61.250","DNS","74","Standard query 0xbee6 AAAA www.google.com"
"183","7.107412899","88.208.222.83","10.0.2.10","TLSv1.3","13194","Application Data, Application Data"
"184","7.107577480","88.208.222.83","10.0.2.10","TCP","1514","443  >  35074 [PSH, ACK] Seq=63507 Ack=1784 Win=32768 Len=1460 [TCP segment of a reassembled PDU]"
"185","7.107577550","88.208.222.83","10.0.2.10","TLSv1.3","8814","Application Data [TCP segment of a reassembled PDU]"
"186","7.107681657","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1784 Ack=73727 Win=62780 Len=0"
"187","7.107861373","88.208.222.83","10.0.2.10","TLSv1.3","4434","Application Data [TCP segment of a reassembled PDU]"
"188","7.107873282","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1784 Ack=78107 Win=65535 Len=0"
"189","7.107991091","88.208.222.83","10.0.2.10","TLSv1.3","1389","Application Data, Application Data"
"190","7.107998639","10.0.2.10","88.208.222.83","TCP","54","35074  >  443 [ACK] Seq=1784 Ack=79442 Win=65535 Len=0"
"191","7.108368587","10.0.2.10","88.208.222.83","TLSv1.3","445","Application Data"
"192","7.112084004","88.208.222.83","10.0.2.10","TLSv1.3","133","Application Data"
"193","7.112084114","88.208.222.83","10.0.2.10","TLSv1.3","310","Server Hello, Change Cipher Spec, Application Data, Application Data"
"194","7.112084165","80.58.61.250","10.0.2.10","DNS","90","Standard query response 0x20e3 A www.google.com A 172.217.17.4"
"195","7.112084205","80.58.61.250","10.0.2.10","DNS","102","Standard query response 0xbee6 AAAA www.google.com AAAA 2a00:1450:4003:802::2004"
"196","7.112118135","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=998 Ack=336 Win=63984 Len=0"
"197","7.112135095","10.0.2.10","88.208.222.83","TCP","54","35086  >  443 [ACK] Seq=518 Ack=257 Win=63984 Len=0"
"198","7.113570221","10.0.2.10","88.208.222.83","TLSv1.3","134","Change Cipher Spec, Application Data"
"199","7.115346426","10.0.2.10","88.208.222.83","TLSv1.3","482","Application Data"
"200","7.115563261","88.208.222.83","10.0.2.10","TCP","60","443  >  35086 [ACK] Seq=257 Ack=1026 Win=31743 Len=0"
"201","7.115655831","10.0.2.10","172.217.17.4","TCP","74","55764  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3132894652 TSecr=0 WS=128"
"202","7.117104669","88.208.222.83","10.0.2.10","TLSv1.3","5894","Application Data"
"203","7.117104729","172.217.17.1","10.0.2.10","TLSv1.3","2974","Server Hello, Change Cipher Spec"
"204","7.117137256","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=998 Ack=6176 Win=61320 Len=0"
"205","7.117154497","10.0.2.10","172.217.17.1","TCP","54","43882  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"206","7.117292956","88.208.222.83","10.0.2.10","TCP","1514","443  >  35084 [PSH, ACK] Seq=6176 Ack=998 Win=31771 Len=1460 [TCP segment of a reassembled PDU]"
"207","7.117293016","172.217.17.1","10.0.2.10","TCP","1514","443  >  43882 [ACK] Seq=2921 Ack=518 Win=32251 Len=1460 [TCP segment of a reassembled PDU]"
"208","7.117300824","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=998 Ack=7636 Win=59860 Len=0"
"209","7.117310688","10.0.2.10","172.217.17.1","TCP","54","43882  >  443 [ACK] Seq=518 Ack=4381 Win=61320 Len=0"
"210","7.117403268","172.217.17.1","10.0.2.10","TLSv1.3","932","Application Data"
"211","7.117417622","10.0.2.10","172.217.17.1","TCP","54","43882  >  443 [ACK] Seq=518 Ack=5259 Win=61320 Len=0"
"212","7.119171644","88.208.222.83","10.0.2.10","TLSv1.3","4434","Application Data [TCP segment of a reassembled PDU]"
"213","7.119198899","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=998 Ack=12016 Win=56940 Len=0"
"214","7.119343332","88.208.222.83","10.0.2.10","TLSv1.3","99","Application Data, Application Data"
"215","7.119349316","10.0.2.10","88.208.222.83","TCP","54","35084  >  443 [ACK] Seq=998 Ack=12061 Win=56940 Len=0"
"216","7.122716386","88.208.222.83","10.0.2.10","TLSv1.3","133","Application Data"
"217","7.122716457","172.217.17.4","10.0.2.10","TCP","60","443  >  55764 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
