"No.","Time","Source","Destination","Protocol","Length","Info"
"58","7.131549750","10.0.2.10","216.58.201.174","TLSv1.2","650","Application Data"
"59","7.132102983","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=1138 Ack=3461 Win=32071 Len=0"
"60","7.159269257","216.58.211.42","10.0.2.10","TCP","60","443  >  36594 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"61","7.159324798","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"62","7.162121636","10.0.2.10","216.58.211.42","TLSv1.3","571","Client Hello"
"63","7.234814748","216.58.211.42","10.0.2.10","TCP","60","443  >  36594 [ACK] Seq=1 Ack=518 Win=32251 Len=0"
"64","7.234814828","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=1138 Ack=4057 Win=31475 Len=0"
"65","7.239456189","216.58.201.174","10.0.2.10","TLSv1.2","625","Application Data, Application Data"
"66","7.239483754","10.0.2.10","216.58.201.174","TCP","54","59672  >  443 [ACK] Seq=4057 Ack=1709 Win=64028 Len=0"
"67","7.243403877","216.58.201.174","10.0.2.10","TLSv1.2","239","Application Data, Application Data"
"68","7.243445355","10.0.2.10","216.58.201.174","TCP","54","59672  >  443 [ACK] Seq=4057 Ack=1894 Win=64028 Len=0"
"69","7.243798764","10.0.2.10","216.58.201.174","TLSv1.2","93","Application Data"
"70","7.262643536","216.58.211.42","10.0.2.10","TLSv1.3","2974","Server Hello, Change Cipher Spec"
"71","7.262673437","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"72","7.262843120","216.58.211.42","10.0.2.10","TCP","4434","443  >  36594 [ACK] Seq=2921 Ack=518 Win=32251 Len=4380 [TCP segment of a reassembled PDU]"
"73","7.262850758","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=518 Ack=7301 Win=59860 Len=0"
"74","7.262943237","216.58.211.42","10.0.2.10","TLSv1.3","923","Application Data"
"75","7.262947728","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=518 Ack=8170 Win=58991 Len=0"
"76","7.267013346","10.0.2.10","216.58.211.42","TLSv1.3","118","Change Cipher Spec, Application Data"
"77","7.272719889","10.0.2.10","216.58.211.42","TLSv1.3","224","Application Data"
"78","7.272765718","10.0.2.10","216.58.211.42","TLSv1.3","1867","Application Data"
"79","7.272899245","10.0.2.10","216.58.211.42","TLSv1.3","207","Application Data"
"80","7.273270696","216.58.211.42","10.0.2.10","TCP","60","443  >  36594 [ACK] Seq=8170 Ack=752 Win=32017 Len=0"
"81","7.273427799","216.58.211.42","10.0.2.10","TCP","60","443  >  36594 [ACK] Seq=8170 Ack=2565 Win=32768 Len=0"
"82","7.276352009","10.0.2.10","216.58.211.42","TLSv1.3","256","Application Data"
"83","7.276855624","10.0.2.10","216.58.211.42","TLSv1.3","217","Application Data"
"84","7.276969173","216.58.211.42","10.0.2.10","TCP","60","443  >  36594 [ACK] Seq=8170 Ack=2920 Win=32413 Len=0"
"85","7.381622130","216.58.211.42","10.0.2.10","TLSv1.3","634","Application Data, Application Data"
"86","7.381655249","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=3083 Ack=8750 Win=62780 Len=0"
"87","7.381960143","10.0.2.10","216.58.211.42","TLSv1.3","85","Application Data"
"88","7.390655468","216.58.211.42","10.0.2.10","TLSv1.3","85","Application Data"
"89","7.390698119","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=3114 Ack=8781 Win=62780 Len=0"
"90","7.486725698","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=1894 Ack=4096 Win=31436 Len=0"
"91","7.569447028","216.58.211.42","10.0.2.10","TLSv1.3","979","Application Data, Application Data"
"92","7.569474974","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=3114 Ack=9706 Win=62780 Len=0"
"93","7.576646955","216.58.211.42","10.0.2.10","TLSv1.3","330","Application Data, Application Data"
"94","7.576670401","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=3114 Ack=9982 Win=62780 Len=0"
"95","7.577226661","10.0.2.10","216.58.211.42","TLSv1.3","93","Application Data"
"96","7.621628777","74.125.140.189","10.0.2.10","TLSv1.2","571","Application Data"
"97","7.621656203","10.0.2.10","74.125.140.189","TCP","54","47858  >  443 [ACK] Seq=1 Ack=518 Win=62780 Len=0"
"98","7.637970636","74.125.140.189","10.0.2.10","TLSv1.2","482","Application Data"
"99","7.637970706","216.58.211.42","10.0.2.10","TLSv1.3","615","Application Data, Application Data, Application Data"
"100","7.637998232","10.0.2.10","74.125.140.189","TCP","54","47858  >  443 [ACK] Seq=1 Ack=946 Win=62780 Len=0"
"101","7.680237261","10.0.2.10","216.58.211.42","TCP","54","36594  >  443 [ACK] Seq=3153 Ack=10543 Win=62780 Len=0"
"102","10.239740644","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 1#1] 51526  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"103","10.239925964","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 2#1] [TCP ACKed unseen segment] 80  >  51526 [ACK] Seq=1 Ack=2 Win=32768 Len=0"
"104","11.776046950","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 19#1] 51524  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"105","11.776181563","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 20#1] [TCP ACKed unseen segment] 80  >  51524 [ACK] Seq=1 Ack=2 Win=31572 Len=0"
"106","13.568231205","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 25#1] 51542  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"107","13.568267240","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 26#1] 51540  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"108","13.568396535","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 27#1] [TCP ACKed unseen segment] 80  >  51542 [ACK] Seq=1 Ack=2 Win=32369 Len=0"
"109","13.568396605","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 28#1] [TCP ACKed unseen segment] 80  >  51540 [ACK] Seq=1 Ack=2 Win=32369 Len=0"
"110","13.653770870","10.0.2.10","216.58.211.229","TLSv1.2","1488","Application Data"
"111","13.781462493","216.58.211.229","10.0.2.10","TLSv1.2","846","Application Data, Application Data, Application Data"
"112","13.781499631","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=4745 Ack=4081 Win=62780 Len=0"
"113","13.781832350","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"114","13.785372792","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4081 Ack=4784 Win=32729 Len=0"
"115","16.384379409","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 51#1] 51572  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"116","16.384554634","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 52#1] [TCP ACKed unseen segment] 80  >  51572 [ACK] Seq=1 Ack=2 Win=32369 Len=0"
"117","18.405437609","10.0.2.10","216.58.211.229","TLSv1.2","1845","Application Data"
"118","18.405596988","10.0.2.10","216.58.211.229","TLSv1.2","237","Application Data"
"119","18.405811417","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4081 Ack=6575 Win=32768 Len=0"
"120","18.574419820","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4081 Ack=6758 Win=32585 Len=0"
"121","18.658691590","216.58.211.229","10.0.2.10","TLSv1.2","576","Application Data, Application Data, Application Data"
"122","18.658757597","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=6758 Ack=4603 Win=62780 Len=0"
"123","18.661976285","216.58.211.229","10.0.2.10","TLSv1.2","194","Application Data, Application Data"
"124","18.661999831","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=6758 Ack=4743 Win=62780 Len=0"
"125","18.662218099","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"126","18.825530532","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4743 Ack=6797 Win=32546 Len=0"
"127","19.164023552","10.0.2.10","172.217.16.227","TCP","54","[TCP Previous segment not captured] 51572  >  80 [FIN, ACK] Seq=2 Ack=1 Win=63882 Len=0"
"128","19.164535587","172.217.16.227","10.0.2.10","TCP","60","[TCP ACKed unseen segment] 80  >  51572 [ACK] Seq=1 Ack=3 Win=32368 Len=0"
"129","19.228997551","172.217.16.227","10.0.2.10","TCP","60","80  >  51572 [FIN, ACK] Seq=1 Ack=3 Win=32368 Len=0"
"130","19.229032534","10.0.2.10","172.217.16.227","TCP","54","51572  >  80 [ACK] Seq=3 Ack=2 Win=63882 Len=0"
"131","20.480247025","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 1#2] 51526  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"132","20.480436495","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 2#2] [TCP ACKed unseen segment] 80  >  51526 [ACK] Seq=1 Ack=2 Win=32768 Len=0"
"133","22.015742541","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 19#2] 51524  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"134","22.015921135","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 20#2] [TCP ACKed unseen segment] 80  >  51524 [ACK] Seq=1 Ack=2 Win=31572 Len=0"
"135","23.807734616","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 25#2] 51542  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"136","23.807766121","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 26#2] 51540  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"137","23.807895187","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 27#2] [TCP ACKed unseen segment] 80  >  51542 [ACK] Seq=1 Ack=2 Win=32369 Len=0"
"138","23.807895267","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 28#2] [TCP ACKed unseen segment] 80  >  51540 [ACK] Seq=1 Ack=2 Win=32369 Len=0"
"139","25.166005515","10.0.2.10","172.217.16.227","TCP","54","[TCP Previous segment not captured] 51524  >  80 [FIN, ACK] Seq=2 Ack=1 Win=63791 Len=0"
"140","25.166273481","172.217.16.227","10.0.2.10","TCP","60","[TCP ACKed unseen segment] 80  >  51524 [ACK] Seq=1 Ack=3 Win=31571 Len=0"
"141","25.228804246","172.217.16.227","10.0.2.10","TCP","60","80  >  51524 [FIN, ACK] Seq=1 Ack=3 Win=31571 Len=0"
"142","25.228841214","10.0.2.10","172.217.16.227","TCP","54","51524  >  80 [ACK] Seq=3 Ack=2 Win=63791 Len=0"
"143","27.168062248","10.0.2.10","172.217.16.227","TCP","54","[TCP Previous segment not captured] 51540  >  80 [FIN, ACK] Seq=2 Ack=1 Win=63882 Len=0"
"144","27.168111375","10.0.2.10","172.217.16.227","TCP","54","[TCP Previous segment not captured] 51542  >  80 [FIN, ACK] Seq=2 Ack=1 Win=63882 Len=0"
"145","27.168619701","172.217.16.227","10.0.2.10","TCP","60","[TCP ACKed unseen segment] 80  >  51540 [ACK] Seq=1 Ack=3 Win=32368 Len=0"
"146","27.168689647","172.217.16.227","10.0.2.10","TCP","60","[TCP ACKed unseen segment] 80  >  51542 [ACK] Seq=1 Ack=3 Win=32368 Len=0"
"147","27.293255672","172.217.16.227","10.0.2.10","TCP","60","80  >  51542 [FIN, ACK] Seq=1 Ack=3 Win=32368 Len=0"
"148","27.293255732","172.217.16.227","10.0.2.10","TCP","60","80  >  51540 [FIN, ACK] Seq=1 Ack=3 Win=32368 Len=0"
"149","27.293286986","10.0.2.10","172.217.16.227","TCP","54","51542  >  80 [ACK] Seq=3 Ack=2 Win=63882 Len=0"
"150","27.293298072","10.0.2.10","172.217.16.227","TCP","54","51540  >  80 [ACK] Seq=3 Ack=2 Win=63882 Len=0"
"151","27.305167871","10.0.2.10","216.58.211.229","TLSv1.2","1064","Application Data"
"152","27.305215414","10.0.2.10","216.58.211.229","TLSv1.2","2235","Application Data"
"153","27.305887249","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4743 Ack=9267 Win=32768 Len=0"
"154","27.390773697","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=4743 Ack=9988 Win=32047 Len=0"
"155","27.837388188","216.58.211.229","10.0.2.10","TLSv1.2","279","Application Data"
"156","27.852328950","216.58.211.229","10.0.2.10","TLSv1.2","2974","Application Data, Application Data"
"157","27.852368955","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=9988 Ack=7888 Win=62780 Len=0"
"158","27.852785518","216.58.211.229","10.0.2.10","TLSv1.2","508","Application Data, Application Data, Application Data, Application Data"
"159","27.852910695","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"160","27.895270663","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=8342 Ack=10027 Win=32008 Len=0"
"161","30.719798251","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 1#3] 51526  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
"162","30.719963583","172.217.16.227","10.0.2.10","TCP","60","[TCP Dup ACK 2#3] [TCP ACKed unseen segment] 80  >  51526 [ACK] Seq=1 Ack=2 Win=32768 Len=0"
"163","31.191401703","10.0.2.10","216.58.211.229","TLSv1.2","1491","Application Data"
"164","31.300542608","216.58.211.229","10.0.2.10","TLSv1.2","564","Application Data, Application Data"
"165","31.343885286","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=11464 Ack=8852 Win=62780 Len=0"
"166","31.344138968","216.58.211.229","10.0.2.10","TLSv1.2","93","Application Data"
"167","31.344152029","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=11464 Ack=8891 Win=62780 Len=0"
"168","31.344281015","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"169","31.402673282","10.0.2.10","216.58.211.229","TLSv1.2","1845","Application Data"
"170","31.402821564","10.0.2.10","216.58.211.229","TLSv1.2","160","Application Data"
"171","31.403277405","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=8891 Ack=12963 Win=32768 Len=0"
"172","31.403429627","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=8891 Ack=13400 Win=32331 Len=0"
"173","31.664621724","216.58.211.229","10.0.2.10","TLSv1.2","753","Application Data, Application Data, Application Data"
"174","31.664648378","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=13400 Ack=9590 Win=62780 Len=0"
"175","31.665879389","216.58.211.229","10.0.2.10","TLSv1.2","149","Application Data, Application Data"
"176","31.665906854","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=13400 Ack=9685 Win=62780 Len=0"
"177","31.667066055","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"178","31.670043130","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=9685 Ack=13439 Win=32292 Len=0"
"179","34.371781278","74.125.140.189","10.0.2.10","TLSv1.2","106","Application Data"
"180","34.371810928","10.0.2.10","74.125.140.189","TCP","54","47858  >  443 [ACK] Seq=1 Ack=998 Win=62780 Len=0"
"181","35.529164588","10.0.2.10","216.58.211.229","TLSv1.2","1065","Application Data"
"182","35.529213273","10.0.2.10","216.58.211.229","TLSv1.2","1781","Application Data"
"183","35.529887293","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=9685 Ack=15910 Win=32768 Len=0"
"184","35.702233642","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=9685 Ack=16177 Win=32501 Len=0"
"185","35.968005817","216.58.211.229","10.0.2.10","TLSv1.2","2974","Application Data, Application Data, Application Data, Application Data"
"186","35.968045962","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=16177 Ack=12605 Win=62780 Len=0"
"187","35.968213039","216.58.211.229","10.0.2.10","TLSv1.2","102","Application Data, Application Data"
"188","35.968221408","10.0.2.10","216.58.211.229","TCP","54","44564  >  443 [ACK] Seq=16177 Ack=12653 Win=62780 Len=0"
"189","35.968551381","10.0.2.10","216.58.211.229","TLSv1.2","93","Application Data"
"190","35.996697105","10.0.2.10","216.58.201.174","TLSv1.2","277","Application Data"
"191","35.996738664","10.0.2.10","216.58.201.174","TLSv1.2","487","Application Data"
"192","35.996764596","10.0.2.10","216.58.201.174","TCP","2974","59672  >  443 [PSH, ACK] Seq=4752 Ack=1894 Win=64028 Len=2920 [TCP segment of a reassembled PDU]"
"193","35.996826382","10.0.2.10","216.58.201.174","TLSv1.2","1112","Application Data"
"194","35.997084625","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=1894 Ack=4752 Win=32768 Len=0"
"195","35.997254538","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=1894 Ack=7672 Win=32768 Len=0"
"196","36.084264086","216.58.201.174","10.0.2.10","TLSv1.2","826","Application Data, Application Data, Application Data, Application Data"
"197","36.084303310","10.0.2.10","216.58.201.174","TCP","54","59672  >  443 [ACK] Seq=8730 Ack=2666 Win=64028 Len=0"
"198","36.084608434","10.0.2.10","216.58.201.174","TLSv1.2","93","Application Data"
"199","36.206726859","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=2666 Ack=8769 Win=31671 Len=0"
"200","36.206726919","216.58.211.229","10.0.2.10","TCP","60","443  >  44564 [ACK] Seq=12653 Ack=16216 Win=32462 Len=0"
"201","36.830947401","10.0.2.10","216.58.201.174","TLSv1.2","269","Application Data"
"202","36.830997901","10.0.2.10","216.58.201.174","TLSv1.2","518","Application Data"
"203","36.831139076","10.0.2.10","216.58.201.174","TCP","2974","59672  >  443 [PSH, ACK] Seq=9448 Ack=2666 Win=64028 Len=2920 [TCP segment of a reassembled PDU]"
"204","36.831150022","10.0.2.10","216.58.201.174","TCP","2974","59672  >  443 [PSH, ACK] Seq=12368 Ack=2666 Win=64028 Len=2920 [TCP segment of a reassembled PDU]"
"205","36.831204151","10.0.2.10","216.58.201.174","TLSv1.2","1428","Application Data"
"206","36.831429846","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=2666 Ack=9448 Win=32768 Len=0"
"207","36.831534896","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=2666 Ack=12368 Win=32768 Len=0"
"208","36.831653948","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=2666 Ack=15288 Win=32768 Len=0"
"209","36.961580398","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=2666 Ack=16662 Win=31394 Len=0"
"210","36.962512400","216.58.201.174","10.0.2.10","TLSv1.2","848","Application Data, Application Data, Application Data, Application Data"
"211","36.962925580","10.0.2.10","216.58.201.174","TLSv1.2","93","Application Data"
"212","36.972516070","10.0.2.10","216.58.211.46","TLSv1.2","93","Application Data"
"213","36.972563021","10.0.2.10","216.58.201.173","TLSv1.2","93","Application Data"
"214","36.972586798","10.0.2.10","172.217.16.225","TLSv1.2","93","Application Data"
"215","37.052282574","172.217.16.225","10.0.2.10","TLSv1.2","93","Application Data"
"216","37.052282655","216.58.211.46","10.0.2.10","TLSv1.2","93","Application Data"
"217","37.052282695","216.58.201.173","10.0.2.10","TLSv1.2","93","Application Data"
"218","37.052331952","10.0.2.10","172.217.16.225","TCP","54","35570  >  443 [ACK] Seq=40 Ack=40 Win=62780 Len=0"
"219","37.052349212","10.0.2.10","216.58.211.46","TCP","54","50562  >  443 [ACK] Seq=40 Ack=40 Win=62780 Len=0"
"220","37.095727225","10.0.2.10","216.58.201.173","TCP","54","36456  >  443 [ACK] Seq=40 Ack=40 Win=64028 Len=0"
"221","37.215376952","216.58.201.174","10.0.2.10","TCP","60","443  >  59672 [ACK] Seq=3460 Ack=16701 Win=31355 Len=0"
"222","38.972917664","10.0.2.10","216.58.201.132","TLSv1.2","93","Application Data"
"223","38.976573105","216.58.201.132","10.0.2.10","TCP","60","443  >  44572 [ACK] Seq=1 Ack=40 Win=31826 Len=0"
"224","39.120997021","216.58.201.132","10.0.2.10","TLSv1.2","93","Application Data"
"225","39.121024396","10.0.2.10","216.58.201.132","TCP","54","44572  >  443 [ACK] Seq=40 Ack=40 Win=64028 Len=0"
"226","40.959733384","10.0.2.10","172.217.16.227","TCP","54","[TCP Dup ACK 1#4] 51526  >  80 [ACK] Seq=1 Ack=1 Win=63791 Len=0"
